id,total_len,nb_groups,len_groups,max_len_group
18233_svg,174,24,"[9, 9, 9, 9, 9, 9, 7, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 8, 5, 5, 5, 5, 5, 5]",9
18234_svg,46,1,[46],46
1826_svg,40,2,"[27, 13]",27
18206_svg,209,9,"[17, 105, 16, 8, 6, 40, 6, 6, 5]",105
1827_svg,42,1,[42],42
182_svg,34,4,"[9, 9, 7, 9]",9
18235_svg,92,10,"[7, 21, 5, 15, 9, 7, 5, 7, 11, 5]",21
18302_svg,28,1,[28],28
18311_svg,28,1,[28],28
18353_svg,48,6,"[11, 5, 11, 5, 11, 5]",11
1832_svg,21,2,"[14, 7]",14
18312_svg,105,9,"[13, 12, 4, 11, 13, 19, 8, 8, 17]",19
18404_svg,38,6,"[5, 5, 5, 11, 5, 7]",11
18318_svg,49,5,"[32, 4, 5, 4, 4]",32
18406_svg,22,3,"[5, 12, 5]",12
18407_svg,95,19,"[6, 6, 17, 5, 5, 5, 5, 3, 3, 2, 2, 5, 5, 4, 4, 5, 5, 4, 4]",17
18405_svg,48,5,"[12, 6, 6, 11, 13]",13
183_svg,56,3,"[7, 29, 20]",29
18424_svg,47,5,"[17, 9, 9, 5, 7]",17
1842_svg,24,1,[24],24
1843_svg,29,1,[29],29
1841_svg,77,4,"[15, 13, 8, 41]",41
1844_svg,28,3,"[8, 7, 13]",13
18419_svg,134,13,"[6, 11, 10, 7, 7, 7, 10, 22, 6, 9, 9, 15, 15]",22
1845_svg,60,3,"[22, 22, 16]",22
18461_svg,56,5,"[10, 6, 10, 15, 15]",15
1846_svg,145,5,"[14, 59, 7, 7, 58]",59
18485_svg,32,3,"[12, 11, 9]",12
1848_svg,24,1,[24],24
18493_svg,21,3,"[7, 7, 7]",7
1847_svg,98,9,"[6, 29, 8, 7, 5, 5, 8, 10, 20]",29
18466_svg,247,37,"[4, 12, 3, 3, 5, 2, 7, 5, 7, 10, 4, 3, 6, 9, 3, 2, 2, 10, 3, 3, 3, 7, 5, 3, 3, 6, 11, 13, 4, 5, 7, 8, 10, 6, 6, 22, 25]",25
18494_svg,185,28,"[14, 7, 10, 10, 10, 10, 5, 11, 11, 4, 4, 4, 4, 10, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 9, 9]",14
18497_svg,174,24,"[9, 9, 9, 9, 9, 9, 7, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 8, 5, 5, 5, 5, 5, 5]",9
18496_svg,92,10,"[7, 21, 5, 15, 9, 7, 5, 7, 11, 5]",21
18534_svg,34,3,"[14, 13, 7]",14
18551_svg,74,7,"[18, 18, 6, 6, 8, 8, 10]",18
184_svg,86,6,"[18, 18, 12, 10, 10, 18]",18
18624_svg,30,3,"[7, 10, 13]",13
18495_svg,398,50,"[6, 6, 6, 6, 6, 7, 7, 9, 9, 9, 9, 18, 6, 6, 7, 9, 10, 10, 10, 10, 10, 10, 10, 10, 16, 4, 4, 4, 4, 16, 8, 8, 10, 10, 10, 10, 10, 8, 8, 10, 4, 4, 10, 4, 4, 4, 10, 4, 4, 4]",18
18659_svg,33,1,[33],33
18712_svg,54,4,"[30, 8, 8, 8]",30
18710_svg,73,7,"[7, 22, 10, 9, 7, 6, 12]",22
1867_svg,79,3,"[10, 4, 65]",65
1872_svg,41,3,"[15, 5, 21]",21
187_svg,16,1,[16],16
18853_svg,47,5,"[10, 16, 7, 7, 7]",16
18887_svg,50,3,"[14, 22, 14]",22
1880_svg,87,7,"[9, 27, 21, 5, 5, 15, 5]",27
188_svg,48,5,"[24, 5, 5, 7, 7]",24
1836_svg,163,1,[163],163
18889_svg,74,1,[74],74
1890_svg,93,12,"[7, 6, 8, 8, 13, 6, 7, 7, 6, 6, 7, 12]",13
18917_svg,105,2,"[17, 88]",88
18970_svg,106,14,"[17, 11, 5, 5, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7]",17
1894_svg,58,6,"[8, 7, 24, 7, 6, 6]",24
18919_svg,355,42,"[8, 10, 10, 12, 14, 10, 12, 6, 10, 6, 6, 6, 10, 6, 32, 8, 8, 6, 8, 6, 6, 8, 8, 7, 10, 8, 8, 8, 6, 12, 6, 4, 6, 12, 6, 6, 4, 6, 8, 6, 8, 8]",32
189_svg,54,5,"[16, 16, 6, 8, 8]",16
18_svg,71,5,"[13, 5, 5, 18, 30]",30
19031_svg,107,20,"[2, 2, 3, 2, 2, 58, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 8, 5]",58
19033_svg,188,25,"[5, 2, 8, 4, 5, 64, 2, 2, 2, 5, 4, 2, 2, 2, 9, 10, 9, 4, 3, 5, 3, 23, 4, 5, 4]",64
19035_svg,104,8,"[6, 4, 3, 2, 3, 82, 2, 2]",82
19036_svg,9,1,[9],9
1904_svg,80,1,[80],80
1905_svg,52,6,"[10, 7, 7, 14, 6, 8]",14
19087_svg,366,48,"[7, 8, 8, 8, 8, 5, 8, 8, 8, 7, 7, 8, 8, 8, 8, 8, 7, 8, 8, 8, 8, 5, 8, 8, 8, 7, 7, 8, 8, 8, 8, 8, 7, 8, 8, 8, 8, 5, 8, 8, 8, 7, 7, 8, 8, 8, 8, 8]",8
190_svg,45,3,"[11, 9, 25]",25
19116_svg,28,2,"[15, 13]",15
19032_svg,252,22,"[6, 4, 2, 3, 72, 2, 21, 2, 2, 12, 95, 2, 2, 2, 4, 2, 2, 2, 2, 6, 4, 3]",95
1911_svg,53,5,"[13, 7, 4, 11, 18]",18
1917_svg,32,1,[32],32
19193_svg,32,2,"[19, 13]",19
191_svg,47,4,"[7, 17, 13, 10]",17
19192_svg,101,2,"[6, 95]",95
1924_svg,45,3,"[7, 34, 4]",34
19034_svg,681,2,"[601, 80]",601
19254_svg,55,5,"[7, 7, 13, 22, 6]",22
19281_svg,34,3,"[14, 7, 13]",14
19361_svg,30,2,"[7, 23]",23
19282_svg,43,3,"[17, 13, 13]",17
19363_svg,75,8,"[7, 24, 7, 7, 7, 7, 7, 9]",24
19362_svg,106,18,"[9, 6, 6, 6, 6, 13, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",13
192_svg,68,6,"[12, 26, 8, 8, 7, 7]",26
19365_svg,21,1,[21],21
19367_svg,14,1,[14],14
19368_svg,22,1,[22],22
19364_svg,25,2,"[9, 16]",16
19369_svg,40,3,"[17, 5, 18]",18
19370_svg,39,4,"[10, 8, 6, 15]",15
19372_svg,60,7,"[17, 5, 6, 5, 5, 4, 18]",18
18739_svg,963,31,"[27, 30, 25, 36, 18, 44, 39, 33, 35, 28, 8, 36, 38, 24, 131, 20, 36, 48, 30, 14, 36, 31, 14, 22, 10, 12, 6, 21, 35, 44, 32]",131
19373_svg,65,8,"[9, 9, 18, 6, 5, 5, 7, 6]",18
19371_svg,43,2,"[34, 9]",34
19374_svg,59,5,"[17, 5, 7, 12, 18]",18
19378_svg,92,5,"[10, 52, 10, 10, 10]",52
19380_svg,84,10,"[23, 7, 5, 5, 5, 5, 5, 5, 16, 8]",23
19375_svg,155,18,"[17, 5, 11, 5, 11, 9, 7, 11, 9, 7, 11, 7, 5, 5, 7, 5, 18, 5]",18
19376_svg,147,6,"[42, 42, 7, 7, 42, 7]",42
19454_svg,44,3,"[15, 16, 13]",16
19489_svg,47,4,"[5, 7, 6, 29]",29
193_svg,51,4,"[13, 7, 11, 20]",20
19498_svg,24,2,"[14, 10]",14
19379_svg,48,3,"[16, 16, 16]",16
19500_svg,59,6,"[16, 5, 7, 6, 9, 16]",16
19501_svg,71,9,"[12, 6, 5, 15, 6, 4, 5, 5, 13]",15
19502_svg,25,2,"[15, 10]",15
19455_svg,69,5,"[14, 15, 27, 7, 6]",27
19505_svg,28,1,[28],28
19507_svg,65,12,"[14, 4, 4, 5, 4, 4, 4, 4, 5, 5, 6, 6]",14
19509_svg,61,8,"[14, 4, 5, 7, 7, 7, 5, 12]",14
19503_svg,77,8,"[5, 5, 6, 7, 22, 12, 11, 9]",22
194_svg,164,15,"[10, 10, 8, 10, 8, 10, 5, 32, 8, 16, 10, 8, 8, 11, 10]",32
19508_svg,47,2,"[8, 39]",39
19512_svg,25,2,"[16, 9]",16
19511_svg,32,4,"[9, 9, 7, 7]",9
19514_svg,177,29,"[23, 8, 8, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 13]",23
19516_svg,35,2,"[13, 22]",22
19518_svg,28,3,"[13, 7, 8]",13
19515_svg,50,4,"[13, 12, 12, 13]",13
19517_svg,41,4,"[13, 7, 8, 13]",13
19520_svg,25,2,"[13, 12]",13
19519_svg,38,3,"[13, 12, 13]",13
19522_svg,35,2,"[13, 22]",22
19557_svg,32,4,"[7, 7, 10, 8]",10
19521_svg,50,4,"[13, 12, 12, 13]",13
19565_svg,14,1,[14],14
19571_svg,42,6,"[9, 5, 5, 9, 5, 9]",9
19570_svg,83,11,"[10, 10, 10, 6, 7, 10, 10, 5, 5, 5, 5]",10
19538_svg,58,7,"[6, 6, 6, 6, 6, 6, 22]",22
19569_svg,97,7,"[14, 28, 8, 8, 6, 6, 27]",28
19576_svg,31,3,"[12, 11, 8]",12
19577_svg,23,1,[23],23
19578_svg,19,1,[19],19
19575_svg,42,2,"[21, 21]",21
19579_svg,20,1,[20],20
19580_svg,23,1,[23],23
19581_svg,17,1,[17],17
19585_svg,22,2,"[12, 10]",12
19582_svg,22,1,[22],22
19583_svg,22,1,[22],22
19586_svg,18,1,[18],18
19584_svg,26,1,[26],26
19587_svg,21,1,[21],21
19588_svg,16,1,[16],16
19590_svg,20,1,[20],20
19589_svg,34,1,[34],34
19591_svg,21,2,"[10, 11]",11
19592_svg,23,1,[23],23
19593_svg,18,1,[18],18
19595_svg,20,1,[20],20
19596_svg,18,1,[18],18
19594_svg,26,2,"[12, 14]",14
19597_svg,20,2,"[11, 9]",11
19600_svg,30,1,[30],30
19599_svg,26,1,[26],26
19598_svg,26,1,[26],26
19601_svg,15,1,[15],15
19689_svg,54,5,"[8, 16, 10, 9, 11]",16
19604_svg,47,3,"[22, 13, 12]",22
19691_svg,150,22,"[9, 7, 6, 6, 6, 6, 7, 9, 7, 6, 6, 6, 6, 7, 9, 7, 6, 6, 6, 6, 7, 9]",9
19690_svg,68,7,"[13, 6, 13, 8, 5, 17, 6]",17
195_svg,85,7,"[11, 11, 15, 15, 7, 15, 11]",15
1969_svg,54,12,"[13, 2, 2, 2, 2, 2, 10, 2, 2, 2, 2, 13]",13
19603_svg,371,49,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 10, 10, 4, 10, 5, 9, 62, 7, 8, 5, 4, 5, 7, 5, 20, 5, 5, 6, 5, 5, 4, 6, 6, 8, 7, 4, 4, 4, 8, 8, 8, 6, 6]",62
196_svg,52,6,"[11, 6, 5, 18, 5, 7]",18
19739_svg,32,1,[32],32
1972_svg,53,2,"[40, 13]",40
197_svg,35,4,"[7, 7, 7, 14]",14
1973_svg,58,8,"[6, 8, 15, 9, 5, 5, 5, 5]",15
19811_svg,40,3,"[4, 12, 24]",24
19863_svg,47,6,"[13, 5, 5, 13, 5, 6]",13
19865_svg,42,4,"[13, 7, 13, 9]",13
19864_svg,100,16,"[13, 5, 5, 5, 5, 5, 5, 5, 13, 5, 5, 5, 5, 5, 7, 7]",13
19866_svg,83,13,"[13, 5, 13, 5, 5, 5, 5, 5, 5, 5, 5, 5, 7]",13
19867_svg,35,3,"[14, 7, 14]",14
19868_svg,69,4,"[20, 5, 11, 33]",33
19848_svg,125,10,"[10, 10, 10, 6, 6, 6, 47, 10, 10, 10]",47
19869_svg,70,7,"[15, 12, 16, 5, 6, 11, 5]",16
19899_svg,88,8,"[8, 9, 32, 11, 6, 6, 10, 6]",32
19937_svg,72,7,"[9, 9, 9, 7, 23, 5, 10]",23
19938_svg,41,1,[41],41
1993_svg,21,2,"[12, 9]",12
19898_svg,135,24,"[7, 7, 4, 4, 10, 4, 4, 11, 4, 4, 4, 4, 4, 4, 10, 4, 4, 4, 10, 4, 4, 8, 4, 8]",11
1994_svg,35,4,"[22, 5, 4, 4]",22
1995_svg,41,2,"[25, 16]",25
19939_svg,69,5,"[11, 13, 13, 13, 19]",19
19994_svg,39,5,"[8, 8, 7, 8, 8]",8
19979_svg,124,1,[124],124
19990_svg,63,4,"[10, 11, 12, 30]",30
19986_svg,34,3,"[13, 6, 15]",15
1_svg,65,6,"[7, 30, 5, 5, 5, 13]",30
2001_svg,15,2,"[5, 10]",10
19_svg,43,5,"[22, 6, 5, 5, 5]",22
20040_svg,49,2,"[39, 10]",39
199_svg,91,8,"[7, 21, 4, 4, 17, 17, 4, 17]",21
19997_svg,119,16,"[7, 7, 9, 7, 8, 8, 7, 7, 7, 7, 8, 8, 8, 7, 7, 7]",9
20035_svg,28,3,"[7, 12, 9]",12
2004_svg,60,1,[60],60
2007_svg,74,5,"[12, 30, 6, 10, 16]",30
20099_svg,60,7,"[7, 7, 26, 5, 5, 5, 5]",26
20083_svg,70,1,[70],70
200_svg,56,5,"[12, 7, 6, 5, 26]",26
20088_svg,98,7,"[9, 12, 8, 13, 10, 33, 13]",33
2012_svg,28,2,"[14, 14]",14
2016_svg,55,5,"[10, 8, 6, 11, 20]",20
20107_svg,83,6,"[22, 7, 8, 20, 7, 19]",22
20193_svg,48,4,"[10, 17, 14, 7]",17
20213_svg,106,11,"[9, 36, 5, 5, 5, 5, 6, 3, 17, 9, 6]",36
201_svg,75,5,"[10, 46, 6, 6, 7]",46
20260_svg,35,3,"[16, 7, 12]",16
20192_svg,83,10,"[26, 4, 4, 4, 4, 9, 10, 10, 6, 6]",26
20285_svg,63,5,"[12, 4, 19, 11, 17]",19
202_svg,33,2,"[5, 28]",28
20270_svg,31,3,"[16, 6, 9]",16
20316_svg,67,4,"[12, 6, 38, 11]",38
20344_svg,92,5,"[7, 7, 47, 26, 5]",47
20223_svg,180,10,"[15, 19, 9, 3, 14, 5, 5, 6, 4, 100]",100
203_svg,45,4,"[8, 18, 7, 12]",18
20398_svg,46,4,"[5, 5, 14, 22]",22
20416_svg,91,8,"[31, 9, 10, 9, 8, 7, 8, 9]",31
20383_svg,50,3,"[8, 5, 37]",37
2042_svg,70,4,"[9, 8, 8, 45]",45
20440_svg,46,4,"[19, 11, 7, 9]",19
20445_svg,86,5,"[19, 6, 28, 28, 5]",28
204_svg,51,5,"[5, 7, 19, 6, 14]",19
20514_svg,38,3,"[9, 14, 15]",15
20447_svg,85,4,"[32, 18, 7, 28]",32
20562_svg,82,7,"[12, 8, 12, 12, 12, 13, 13]",13
2056_svg,91,13,"[4, 4, 6, 4, 4, 4, 4, 6, 4, 4, 29, 11, 7]",29
20570_svg,125,18,"[20, 4, 6, 2, 6, 6, 15, 6, 7, 6, 6, 5, 6, 5, 6, 6, 6, 7]",20
20536_svg,41,2,"[13, 28]",28
2059_svg,62,6,"[15, 6, 13, 7, 14, 7]",15
2060_svg,76,6,"[10, 7, 6, 10, 35, 8]",35
20590_svg,168,21,"[16, 4, 4, 7, 7, 4, 4, 4, 4, 7, 4, 9, 4, 14, 14, 4, 19, 10, 7, 7, 15]",19
205_svg,73,3,"[47, 5, 21]",47
20624_svg,19,1,[19],19
2061_svg,59,3,"[41, 10, 8]",41
20618_svg,42,2,"[21, 21]",21
2062_svg,104,16,"[8, 6, 6, 6, 7, 8, 6, 6, 8, 5, 7, 5, 7, 7, 7, 5]",8
2063_svg,95,10,"[8, 6, 6, 6, 8, 7, 6, 6, 8, 34]",34
20647_svg,14,1,[14],14
20640_svg,60,10,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",6
20639_svg,38,3,"[21, 9, 8]",21
2065_svg,79,10,"[5, 21, 8, 5, 5, 5, 5, 5, 5, 15]",21
2064_svg,42,1,[42],42
20664_svg,90,6,"[17, 36, 9, 10, 12, 6]",36
20663_svg,70,6,"[10, 32, 7, 7, 7, 7]",32
20666_svg,150,13,"[6, 5, 5, 38, 23, 13, 5, 6, 6, 6, 14, 13, 10]",38
2066_svg,62,5,"[15, 4, 26, 4, 13]",26
206_svg,44,5,"[7, 7, 15, 5, 10]",15
2071_svg,34,3,"[10, 16, 8]",16
2070_svg,53,2,"[10, 43]",43
2073_svg,30,3,"[18, 5, 7]",18
2072_svg,46,4,"[10, 16, 9, 11]",16
2014_svg,1122,86,"[4, 4, 6, 4, 4, 10, 18, 6, 14, 22, 36, 4, 4, 6, 4, 6, 4, 4, 4, 6, 6, 4, 8, 20, 6, 6, 6, 4, 12, 8, 6, 4, 6, 12, 6, 6, 10, 8, 6, 6, 6, 6, 6, 6, 6, 100, 4, 4, 4, 6, 6, 6, 8, 6, 4, 10, 8, 4, 6, 4, 6, 4, 6, 460, 6, 4, 4, 4, 2, 4, 12, 6, 6, 2, 4, 4, 18, 6, 6, 6, 6, 2, 2, 4, 4, 4]",460
2069_svg,75,4,"[8, 34, 12, 21]",34
2076_svg,42,5,"[9, 5, 11, 9, 8]",11
207_svg,83,7,"[7, 7, 14, 30, 12, 7, 6]",30
2075_svg,109,15,"[9, 11, 5, 9, 8, 7, 7, 5, 4, 9, 9, 7, 7, 6, 6]",11
209_svg,20,2,"[6, 14]",14
208_svg,27,2,"[5, 22]",22
20_svg,20,2,"[10, 10]",10
20786_svg,53,2,"[4, 49]",49
2100_svg,58,5,"[29, 15, 6, 4, 4]",29
2101_svg,46,4,"[10, 10, 11, 15]",15
21026_svg,50,5,"[18, 8, 8, 11, 5]",18
21027_svg,72,4,"[7, 23, 35, 7]",35
21029_svg,64,6,"[9, 6, 14, 17, 9, 9]",17
21031_svg,80,5,"[32, 5, 10, 27, 6]",32
21030_svg,43,3,"[5, 33, 5]",33
21032_svg,103,8,"[12, 13, 30, 11, 4, 12, 10, 11]",30
21033_svg,96,8,"[12, 13, 11, 30, 5, 5, 9, 11]",30
21025_svg,76,9,"[18, 6, 6, 6, 6, 6, 6, 11, 11]",18
21035_svg,81,8,"[9, 7, 10, 8, 19, 10, 9, 9]",19
21037_svg,100,7,"[24, 8, 8, 8, 6, 6, 40]",40
21036_svg,163,17,"[29, 6, 8, 8, 10, 6, 10, 18, 8, 8, 12, 8, 8, 8, 4, 6, 6]",29
21034_svg,123,16,"[6, 6, 7, 6, 8, 6, 6, 9, 5, 18, 7, 7, 7, 7, 9, 9]",18
21038_svg,112,8,"[11, 7, 30, 25, 19, 6, 6, 8]",30
21039_svg,113,11,"[13, 6, 14, 12, 4, 22, 16, 7, 7, 6, 6]",22
21040_svg,105,12,"[12, 4, 6, 6, 8, 6, 6, 9, 6, 5, 18, 19]",19
20777_svg,612,166,"[2, 2, 2, 2, 2, 2, 2, 8, 2, 2, 2, 2, 2, 3, 2, 2, 3, 2, 3, 2, 3, 2, 2, 2, 2, 2, 3, 2, 3, 2, 3, 2, 5, 5, 4, 2, 2, 4, 2, 5, 2, 3, 2, 2, 2, 5, 2, 9, 12, 4, 4, 4, 4, 2, 2, 2, 7, 2, 3, 2, 3, 2, 2, 2, 4, 4, 33, 3, 3, 2, 3, 2, 2, 2, 13, 13, 13, 5, 5, 3, 7, 2, 2, 2, 2, 5, 5, 9, 2, 2, 2, 2, 9, 2, 2, 4, 4, 2, 2, 4, 4, 4, 4, 4, 4, 2, 2, 4, 4, 2, 2, 2, 2, 4, 4, 2, 2, 2, 2, 4, 4, 2, 2, 4, 4, 9, 9, 4, 4, 2, 2, 4, 4, 2, 2, 5, 5, 2, 2, 4, 4, 7, 7, 2, 2, 4, 4, 4, 4, 7, 5, 5, 7, 2, 2, 3, 4, 4, 2, 2, 4, 4, 4, 4, 4, 4]",33
21042_svg,84,10,"[7, 5, 5, 5, 5, 7, 7, 18, 15, 10]",18
21041_svg,72,3,"[5, 34, 33]",34
21046_svg,66,5,"[16, 16, 13, 5, 16]",16
21047_svg,76,7,"[13, 4, 13, 13, 10, 11, 12]",13
21043_svg,104,16,"[19, 4, 4, 4, 4, 4, 4, 6, 4, 4, 4, 6, 4, 16, 9, 8]",19
21044_svg,59,6,"[19, 7, 7, 7, 11, 8]",19
21049_svg,69,5,"[16, 4, 17, 17, 15]",17
21050_svg,66,7,"[13, 7, 4, 16, 12, 9, 5]",16
21045_svg,95,9,"[19, 5, 5, 5, 6, 18, 18, 11, 8]",19
21051_svg,72,9,"[7, 19, 9, 5, 5, 5, 8, 8, 6]",19
21053_svg,81,7,"[13, 27, 6, 6, 6, 18, 5]",27
21052_svg,77,11,"[5, 5, 6, 6, 22, 5, 5, 5, 6, 6, 6]",22
21048_svg,69,6,"[13, 4, 9, 22, 9, 12]",22
2106_svg,25,2,"[15, 10]",15
21091_svg,37,5,"[11, 6, 2, 9, 9]",11
210_svg,36,1,[36],36
21054_svg,141,17,"[9, 6, 7, 6, 6, 7, 5, 7, 7, 5, 5, 6, 5, 5, 14, 14, 27]",27
21131_svg,33,4,"[7, 7, 9, 10]",10
21101_svg,75,5,"[13, 26, 10, 6, 20]",26
2116_svg,71,2,"[8, 63]",63
21248_svg,63,7,"[26, 6, 6, 6, 9, 6, 4]",26
21265_svg,48,3,"[18, 19, 11]",19
2136_svg,58,1,[58],58
21056_svg,138,11,"[24, 12, 5, 5, 5, 10, 7, 49, 7, 7, 7]",49
21374_svg,22,2,"[13, 9]",13
21055_svg,118,5,"[6, 34, 6, 57, 15]",57
21378_svg,65,4,"[8, 10, 32, 15]",32
21375_svg,35,3,"[13, 9, 13]",13
21218_svg,148,12,"[13, 13, 12, 14, 12, 16, 9, 12, 13, 10, 14, 10]",16
21489_svg,94,6,"[5, 15, 9, 4, 40, 21]",40
21490_svg,71,2,"[36, 35]",36
213_svg,243,52,"[10, 13, 7, 4, 13, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 12]",13
21487_svg,202,28,"[4, 8, 4, 10, 4, 11, 4, 4, 4, 6, 4, 6, 6, 13, 8, 6, 6, 6, 6, 8, 4, 4, 6, 6, 10, 13, 12, 19]",19
214_svg,33,2,"[14, 19]",19
21488_svg,229,30,"[30, 7, 4, 8, 4, 10, 4, 10, 4, 4, 4, 6, 4, 6, 6, 12, 8, 6, 6, 6, 6, 8, 4, 4, 6, 6, 8, 12, 11, 15]",30
21491_svg,50,2,"[26, 24]",26
21619_svg,43,1,[43],43
21492_svg,109,6,"[23, 19, 10, 22, 10, 25]",25
21624_svg,87,7,"[21, 18, 9, 9, 10, 10, 10]",21
215_svg,61,6,"[7, 22, 9, 9, 7, 7]",22
21623_svg,252,35,"[13, 22, 13, 11, 5, 7, 7, 7, 15, 5, 14, 14, 5, 7, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",22
21625_svg,49,7,"[8, 8, 8, 8, 6, 6, 5]",8
21622_svg,180,29,"[13, 13, 13, 4, 4, 4, 8, 3, 3, 3, 3, 3, 5, 3, 3, 3, 5, 3, 48, 4, 4, 3, 3, 3, 3, 3, 5, 3, 5]",48
21628_svg,170,21,"[6, 13, 6, 12, 8, 9, 14, 10, 5, 5, 8, 5, 8, 5, 8, 4, 8, 8, 8, 10, 10]",14
21626_svg,151,20,"[7, 5, 5, 12, 12, 5, 5, 10, 7, 4, 4, 8, 8, 8, 8, 5, 8, 8, 8, 14]",14
21629_svg,209,23,"[8, 12, 12, 6, 5, 10, 10, 8, 8, 10, 10, 10, 10, 8, 8, 9, 9, 8, 8, 10, 10, 10, 10]",12
21631_svg,104,13,"[5, 10, 8, 10, 10, 8, 9, 8, 7, 5, 10, 10, 4]",10
21630_svg,176,27,"[6, 6, 5, 5, 5, 5, 7, 5, 5, 8, 5, 5, 5, 5, 10, 5, 19, 7, 7, 7, 8, 6, 6, 6, 6, 6, 6]",19
21637_svg,67,3,"[35, 16, 16]",35
21638_svg,58,6,"[16, 16, 6, 6, 6, 8]",16
21627_svg,342,16,"[5, 9, 9, 36, 38, 34, 9, 38, 38, 40, 40, 8, 8, 10, 5, 15]",40
21698_svg,47,5,"[6, 5, 7, 14, 15]",15
216_svg,53,3,"[16, 29, 8]",29
21639_svg,129,17,"[16, 16, 6, 7, 6, 6, 7, 7, 7, 6, 6, 7, 6, 6, 7, 7, 6]",16
21640_svg,103,16,"[6, 13, 7, 6, 10, 10, 5, 5, 4, 6, 4, 4, 4, 7, 6, 6]",13
21727_svg,46,3,"[13, 18, 15]",18
217_svg,31,1,[31],31
21728_svg,59,5,"[13, 23, 4, 4, 15]",23
21729_svg,43,3,"[13, 15, 15]",15
21952_svg,22,1,[22],22
218_svg,76,11,"[7, 9, 11, 12, 6, 6, 5, 5, 5, 5, 5]",12
219_svg,17,1,[17],17
21_svg,24,2,"[7, 17]",17
21809_svg,68,1,[68],68
21894_svg,206,13,"[5, 4, 5, 12, 6, 5, 3, 3, 5, 3, 5, 4, 146]",146
22187_svg,20,1,[20],20
2212_svg,47,2,"[25, 22]",25
22185_svg,76,9,"[20, 6, 6, 6, 6, 6, 6, 10, 10]",20
22188_svg,14,1,[14],14
22190_svg,16,3,"[5, 7, 4]",7
22191_svg,27,3,"[9, 9, 9]",9
22189_svg,42,3,"[17, 13, 12]",17
22197_svg,82,1,[82],82
22192_svg,32,2,"[17, 15]",17
2218_svg,39,4,"[13, 6, 7, 13]",13
2219_svg,47,4,"[12, 9, 16, 10]",16
22210_svg,39,4,"[16, 4, 4, 15]",16
221_svg,77,10,"[7, 38, 4, 4, 4, 4, 4, 4, 4, 4]",38
2221_svg,51,3,"[17, 17, 17]",17
22241_svg,33,3,"[11, 14, 8]",14
22242_svg,37,5,"[14, 4, 6, 9, 4]",14
22211_svg,30,2,"[16, 14]",16
22243_svg,29,3,"[8, 6, 15]",15
22231_svg,54,4,"[21, 7, 9, 17]",21
22258_svg,72,20,"[3, 3, 3, 3, 3, 3, 13, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",13
22279_svg,25,1,[25],25
22281_svg,45,1,[45],45
2209_svg,125,6,"[18, 18, 26, 25, 19, 19]",26
22292_svg,86,11,"[7, 5, 5, 7, 5, 5, 8, 10, 10, 12, 12]",12
22295_svg,51,6,"[6, 13, 6, 6, 8, 12]",13
22296_svg,91,10,"[15, 16, 8, 7, 9, 10, 6, 6, 5, 9]",16
22294_svg,75,7,"[6, 8, 8, 16, 6, 11, 20]",20
22297_svg,61,7,"[14, 6, 5, 8, 7, 14, 7]",14
222_svg,52,5,"[7, 9, 20, 8, 8]",20
2235_svg,71,6,"[8, 16, 10, 10, 11, 16]",16
2230_svg,121,17,"[15, 13, 5, 5, 13, 5, 5, 13, 5, 5, 5, 5, 5, 5, 7, 5, 5]",15
22302_svg,58,3,"[6, 41, 11]",41
2228_svg,393,13,"[81, 28, 14, 10, 114, 89, 8, 9, 10, 8, 6, 6, 10]",114
2237_svg,77,1,[77],77
22447_svg,21,1,[21],21
22448_svg,49,4,"[10, 10, 10, 19]",19
223_svg,57,6,"[13, 11, 10, 10, 8, 5]",13
22494_svg,13,1,[13],13
22449_svg,28,2,"[12, 16]",16
2248_svg,63,4,"[8, 8, 27, 20]",27
224_svg,18,1,[18],18
2249_svg,68,4,"[13, 8, 27, 20]",27
22422_svg,139,9,"[10, 6, 81, 6, 8, 6, 7, 6, 9]",81
22510_svg,50,5,"[10, 10, 10, 10, 10]",10
22501_svg,96,12,"[9, 7, 9, 7, 8, 9, 4, 4, 8, 7, 9, 15]",15
22536_svg,37,3,"[15, 13, 9]",15
225_svg,18,1,[18],18
